,idx_report,idx_step,dlco,dlco,dlco,report,report,report,report,report,report,report,report,report,report
3649,49,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",174,1701850255923,1701850255749,signPresentation01,third-party,phase-1,5.1647859739235145
3650,50,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",183,1701851071703,1701851071520,signPresentation01,third-party,phase-1,5.214935757608986
3651,51,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",172,1701851119985,1701851119813,signPresentation01,third-party,phase-1,5.153291594497779
3652,52,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",171,1701852113268,1701852113097,signPresentation01,third-party,phase-1,5.147494476813453
3653,53,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",183,1701850322733,1701850322550,signPresentation01,third-party,phase-1,5.214935757608986
3654,54,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",177,1701851235366,1701851235189,signPresentation01,third-party,phase-1,5.181783550292085
3655,55,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",166,1701852154049,1701852153883,signPresentation01,third-party,phase-1,5.117993812416755
3656,56,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",167,1701850578433,1701850578266,signPresentation01,third-party,phase-1,5.123963979403259
3657,57,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",182,1701850462230,1701850462048,signPresentation01,third-party,phase-1,5.209486152841421
3658,58,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",261,1701852191109,1701852190848,signPresentation01,third-party,phase-1,5.568344503761097
3659,59,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",169,1701852447285,1701852447116,signPresentation01,third-party,phase-1,5.135798437050262
3660,60,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",176,1701852542466,1701852542290,signPresentation01,third-party,phase-1,5.176149732573829
3661,61,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",177,1701851267808,1701851267631,signPresentation01,third-party,phase-1,5.181783550292085
3662,62,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",175,1701851349690,1701851349515,signPresentation01,third-party,phase-1,5.170483995038151
3663,63,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",192,1701852502530,1701852502338,signPresentation01,third-party,phase-1,5.262690188904886
3664,64,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",201,1701852036338,1701852036137,signPresentation01,third-party,phase-1,5.308267697401205
3665,65,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",165,1701850354573,1701850354408,signPresentation01,third-party,phase-1,5.111987788356544
3666,66,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",181,1701850264302,1701850264121,signPresentation01,third-party,phase-1,5.204006687076795
3667,67,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",162,1701852574460,1701852574298,signPresentation01,third-party,phase-1,5.093750200806762
3668,68,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",171,1701852352564,1701852352393,signPresentation01,third-party,phase-1,5.147494476813453
3669,69,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",181,1701850720268,1701850720087,signPresentation01,third-party,phase-1,5.204006687076795
3670,70,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",182,1701851919737,1701851919555,signPresentation01,third-party,phase-1,5.209486152841421
3671,71,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",189,1701850304945,1701850304756,signPresentation01,third-party,phase-1,5.247024072160486
3672,72,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",172,1701852431602,1701852431430,signPresentation01,third-party,phase-1,5.153291594497779
3673,73,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",173,1701851079519,1701851079346,signPresentation01,third-party,phase-1,5.159055299214529
3674,74,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",185,1701852623078,1701852622893,signPresentation01,third-party,phase-1,5.225746673713202
3675,75,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",179,1701851486787,1701851486608,signPresentation01,third-party,phase-1,5.19295685089021
3676,76,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",178,1701851406531,1701851406353,signPresentation01,third-party,phase-1,5.187385805840755
3677,77,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",171,1701851153172,1701851153001,signPresentation01,third-party,phase-1,5.147494476813453
3678,78,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",179,1701850381320,1701850381141,signPresentation01,third-party,phase-1,5.19295685089021
3679,79,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",170,1701851776050,1701851775880,signPresentation01,third-party,phase-1,5.14166355650266
3680,80,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",172,1701852408016,1701852407844,signPresentation01,third-party,phase-1,5.153291594497779
3681,81,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",175,1701851283773,1701851283598,signPresentation01,third-party,phase-1,5.170483995038151
3682,82,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",178,1701851703866,1701851703688,signPresentation01,third-party,phase-1,5.187385805840755
3683,83,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",174,1701851128850,1701851128676,signPresentation01,third-party,phase-1,5.1647859739235145
3684,84,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",171,1701851218641,1701851218470,signPresentation01,third-party,phase-1,5.147494476813453
3685,85,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",161,1701852415928,1701852415767,signPresentation01,third-party,phase-1,5.087596335232384
3686,86,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",172,1701852478831,1701852478659,signPresentation01,third-party,phase-1,5.153291594497779
3687,87,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",173,1701850362223,1701850362050,signPresentation01,third-party,phase-1,5.159055299214529
3688,88,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",169,1701852590008,1701852589839,signPresentation01,third-party,phase-1,5.135798437050262
3689,89,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",179,1701850704361,1701850704182,signPresentation01,third-party,phase-1,5.19295685089021
3690,90,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",180,1701852400177,1701852399997,signPresentation01,third-party,phase-1,5.198497031265826
3691,91,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",172,1701850653743,1701850653571,signPresentation01,third-party,phase-1,5.153291594497779
3692,92,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",184,1701850800567,1701850800383,signPresentation01,third-party,phase-1,5.220355825078324
3693,93,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",168,1701851526819,1701851526651,signPresentation01,third-party,phase-1,5.1298987149230735
3694,94,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",226,1701851987815,1701851987589,signPresentation01,third-party,phase-1,5.424950017481403
3695,95,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",179,1701852088895,1701852088716,signPresentation01,third-party,phase-1,5.19295685089021
3696,96,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",177,1701850546478,1701850546301,signPresentation01,third-party,phase-1,5.181783550292085
3697,97,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",177,1701852439348,1701852439171,signPresentation01,third-party,phase-1,5.181783550292085
3698,98,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",173,1701850514550,1701850514377,signPresentation01,third-party,phase-1,5.159055299214529
3699,99,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",173,1701851494877,1701851494704,signPresentation01,third-party,phase-1,5.159055299214529
3700,100,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",164,1701851511257,1701851511093,signPresentation01,third-party,phase-1,5.10594547390058
3701,101,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",173,1701852526624,1701852526451,signPresentation01,third-party,phase-1,5.159055299214529
3702,102,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",172,1701851275979,1701851275807,signPresentation01,third-party,phase-1,5.153291594497779
3703,103,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",175,1701850744401,1701850744226,signPresentation01,third-party,phase-1,5.170483995038151
3704,104,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",178,1701852019803,1701852019625,signPresentation01,third-party,phase-1,5.187385805840755
3705,105,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",195,1701850736256,1701850736061,signPresentation01,third-party,phase-1,5.278114659230517
3706,106,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",179,1701851478895,1701851478716,signPresentation01,third-party,phase-1,5.19295685089021
3707,107,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",165,1701850957169,1701850957004,signPresentation01,third-party,phase-1,5.111987788356544
3708,108,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",243,1701851332823,1701851332580,signPresentation01,third-party,phase-1,5.497168225293202
3709,109,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",172,1701851719847,1701851719675,signPresentation01,third-party,phase-1,5.153291594497779
3710,110,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",184,1701850288419,1701850288235,signPresentation01,third-party,phase-1,5.220355825078324
3711,111,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",165,1701851087686,1701851087521,signPresentation01,third-party,phase-1,5.111987788356544
3712,112,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",172,1701850438484,1701850438312,signPresentation01,third-party,phase-1,5.153291594497779
3713,113,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",173,1701850760440,1701850760267,signPresentation01,third-party,phase-1,5.159055299214529
3714,114,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",170,1701850949323,1701850949153,signPresentation01,third-party,phase-1,5.14166355650266
3715,115,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",174,1701851824016,1701851823842,signPresentation01,third-party,phase-1,5.1647859739235145
3716,116,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",188,1701850645589,1701850645401,signPresentation01,third-party,phase-1,5.241747015059643
3717,117,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",179,1701851145015,1701851144836,signPresentation01,third-party,phase-1,5.19295685089021
3718,118,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",161,1701851872241,1701851872080,signPresentation01,third-party,phase-1,5.087596335232384
3719,119,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",172,1701852199159,1701852198987,signPresentation01,third-party,phase-1,5.153291594497779
3720,120,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",174,1701850869677,1701850869503,signPresentation01,third-party,phase-1,5.1647859739235145
3721,121,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",174,1701852105502,1701852105328,signPresentation01,third-party,phase-1,5.1647859739235145
3722,122,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",169,1701850901160,1701850900991,signPresentation01,third-party,phase-1,5.135798437050262
3723,123,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",161,1701851462440,1701851462279,signPresentation01,third-party,phase-1,5.087596335232384
3724,124,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",173,1701851502799,1701851502626,signPresentation01,third-party,phase-1,5.159055299214529
3725,125,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",171,1701851193076,1701851192905,signPresentation01,third-party,phase-1,5.147494476813453
3726,126,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",175,1701850629498,1701850629323,signPresentation01,third-party,phase-1,5.170483995038151
3727,127,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",176,1701851767997,1701851767821,signPresentation01,third-party,phase-1,5.176149732573829
3728,128,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",173,1701851137019,1701851136846,signPresentation01,third-party,phase-1,5.159055299214529
3729,129,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",172,1701852494681,1701852494509,signPresentation01,third-party,phase-1,5.153291594497779
3730,130,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",166,1701851567001,1701851566835,signPresentation01,third-party,phase-1,5.117993812416755
3731,131,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",185,1701851210259,1701851210074,signPresentation01,third-party,phase-1,5.225746673713202
3732,132,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",155,1701851896106,1701851895951,signPresentation01,third-party,phase-1,5.049856007249537
3733,133,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",176,1701851574903,1701851574727,signPresentation01,third-party,phase-1,5.176149732573829
3734,134,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",176,1701852470892,1701852470716,signPresentation01,third-party,phase-1,5.176149732573829
3735,135,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",171,1701850696467,1701850696296,signPresentation01,third-party,phase-1,5.147494476813453
3736,136,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",178,1701851047557,1701851047379,signPresentation01,third-party,phase-1,5.187385805840755
3737,137,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",170,1701851095421,1701851095251,signPresentation01,third-party,phase-1,5.14166355650266
3738,138,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",192,1701850280467,1701850280275,signPresentation01,third-party,phase-1,5.262690188904886
3739,139,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",174,1701851880281,1701851880107,signPresentation01,third-party,phase-1,5.1647859739235145
3740,140,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",182,1701851291913,1701851291731,signPresentation01,third-party,phase-1,5.209486152841421
3741,141,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",165,1701852720364,1701852720199,signPresentation01,third-party,phase-1,5.111987788356544
3742,142,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",177,1701850538341,1701850538164,signPresentation01,third-party,phase-1,5.181783550292085
3743,143,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",220,1701851390350,1701851390130,signPresentation01,third-party,phase-1,5.3981627015177525
3744,144,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",207,1701852655626,1701852655419,signPresentation01,third-party,phase-1,5.337538079701318
3745,145,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",199,1701850607184,1701850606985,signPresentation01,third-party,phase-1,5.298317366548036
3746,146,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",179,1701851259817,1701851259638,signPresentation01,third-party,phase-1,5.19295685089021
3747,147,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",182,1701850530472,1701850530290,signPresentation01,third-party,phase-1,5.209486152841421
3748,148,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",326,1701850823351,1701850823025,signPresentation01,third-party,phase-1,5.7899601708972535
3749,149,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",169,1701850554345,1701850554176,signPresentation01,third-party,phase-1,5.135798437050262
3750,150,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",184,1701851928071,1701851927887,signPresentation01,third-party,phase-1,5.220355825078324
3751,151,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",174,1701851111631,1701851111457,signPresentation01,third-party,phase-1,5.1647859739235145
3752,152,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",193,1701850933090,1701850932897,signPresentation01,third-party,phase-1,5.267858159063328
3753,153,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",169,1701851791929,1701851791760,signPresentation01,third-party,phase-1,5.135798437050262
3754,154,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",163,1701852631252,1701852631089,signPresentation01,third-party,phase-1,5.099866427824199
3755,155,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",171,1701850637712,1701850637541,signPresentation01,third-party,phase-1,5.147494476813453
3756,156,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",165,1701852027722,1701852027557,signPresentation01,third-party,phase-1,5.111987788356544
3757,157,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",171,1701851015629,1701851015458,signPresentation01,third-party,phase-1,5.147494476813453
3758,158,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",222,1701851382088,1701851381866,signPresentation01,third-party,phase-1,5.407171771460119
3759,159,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",164,1701852639170,1701852639006,signPresentation01,third-party,phase-1,5.10594547390058
3760,160,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",183,1701852233248,1701852233065,signPresentation01,third-party,phase-1,5.214935757608986
3761,161,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",164,1701851671446,1701851671282,signPresentation01,third-party,phase-1,5.10594547390058
3762,162,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",199,1701851550687,1701851550488,signPresentation01,third-party,phase-1,5.298317366548036
3763,163,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",161,1701851519062,1701851518901,signPresentation01,third-party,phase-1,5.087596335232384
3764,164,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",174,1701850752310,1701850752136,signPresentation01,third-party,phase-1,5.1647859739235145
3765,165,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",173,1701852097336,1701852097163,signPresentation01,third-party,phase-1,5.159055299214529
3766,166,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",172,1701850479448,1701850479276,signPresentation01,third-party,phase-1,5.153291594497779
3767,167,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",178,1701851063636,1701851063458,signPresentation01,third-party,phase-1,5.187385805840755
3768,168,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",168,1701851169207,1701851169039,signPresentation01,third-party,phase-1,5.1298987149230735
3769,169,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",179,1701851903691,1701851903512,signPresentation01,third-party,phase-1,5.19295685089021
3770,170,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",176,1701851039705,1701851039529,signPresentation01,third-party,phase-1,5.176149732573829
3771,171,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",176,1701852054308,1701852054132,signPresentation01,third-party,phase-1,5.176149732573829
3772,172,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",191,1701851315959,1701851315768,signPresentation01,third-party,phase-1,5.2574953720277815
3773,173,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",169,1701851542596,1701851542427,signPresentation01,third-party,phase-1,5.135798437050262
3774,174,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",169,1701851446552,1701851446383,signPresentation01,third-party,phase-1,5.135798437050262
3775,175,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",164,1701852615310,1701852615146,signPresentation01,third-party,phase-1,5.10594547390058
3776,176,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",190,1701851614913,1701851614723,signPresentation01,third-party,phase-1,5.25227342804663
3777,177,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",161,1701851454355,1701851454194,signPresentation01,third-party,phase-1,5.087596335232384
3778,178,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",265,1701852045773,1701852045508,signPresentation01,third-party,phase-1,5.583496308781699
3779,179,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",186,1701850768291,1701850768105,signPresentation01,third-party,phase-1,5.231108616854587
3780,180,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",173,1701851952811,1701851952638,signPresentation01,third-party,phase-1,5.159055299214529
3781,181,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",186,1701851226924,1701851226738,signPresentation01,third-party,phase-1,5.231108616854587
3782,182,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",193,1701851201478,1701851201285,signPresentation01,third-party,phase-1,5.267858159063328
3783,183,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",172,1701852376413,1701852376241,signPresentation01,third-party,phase-1,5.153291594497779
3784,184,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",423,1701851679951,1701851679528,signPresentation01,third-party,phase-1,6.049733455231958
3785,185,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",166,1701851735616,1701851735450,signPresentation01,third-party,phase-1,5.117993812416755
3786,186,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",169,1701852070717,1701852070548,signPresentation01,third-party,phase-1,5.135798437050262
3787,187,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",174,1701852289012,1701852288838,signPresentation01,third-party,phase-1,5.1647859739235145
3788,188,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",172,1701851751619,1701851751447,signPresentation01,third-party,phase-1,5.153291594497779
3789,189,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",181,1701851357628,1701851357447,signPresentation01,third-party,phase-1,5.204006687076795
3790,190,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",261,1701852216555,1701852216294,signPresentation01,third-party,phase-1,5.568344503761097
3791,191,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",170,1701852423627,1701852423457,signPresentation01,third-party,phase-1,5.14166355650266
3792,192,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",172,1701851103576,1701851103404,signPresentation01,third-party,phase-1,5.153291594497779
3793,193,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",167,1701851807878,1701851807711,signPresentation01,third-party,phase-1,5.123963979403259
3794,194,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",172,1701852297319,1701852297147,signPresentation01,third-party,phase-1,5.153291594497779
3795,195,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",172,1701850339038,1701850338866,signPresentation01,third-party,phase-1,5.153291594497779
3796,196,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",175,1701851687792,1701851687617,signPresentation01,third-party,phase-1,5.170483995038151
3797,197,6,False,False,False,alice.signPresentation01,alice,"CompoundCredentialActor<SolidVCActor,SolidVCActor>",167,1701850586300,1701850586133,signPresentation01,third-party,phase-1,5.123963979403259
